id,title,content,videoUrl,duration,order,sectionId,createdAt
7e5a9ca4-ffd1-4ea1-a063-539ea9e6ee71,Typography in UI Design,"In this lesson, you'll learn about typography in ui design. This comprehensive video covers key concepts and practical applications.",,11,2,ea9c0cb5-dee4-4a67-ac48-07fba94f897f,2026-02-12T13:38:21.516956
8d212281-73c5-40ab-9bcd-42ca38bd1ceb,Introduction to Network Security,"In this lesson, you'll learn about introduction to network security. This comprehensive video covers key concepts and practical applications.",,5,1,4bc1e6b0-25e4-456c-9a6c-066a09699a85,2026-02-12T13:38:21.516956
362c8905-9901-4b9e-bae5-a9c63ff68f5f,Common Network Threats and Attacks,"In this lesson, you'll learn about common network threats and attacks. This comprehensive video covers key concepts and practical applications.",,17,2,4bc1e6b0-25e4-456c-9a6c-066a09699a85,2026-02-12T13:38:21.516956
7f4ca797-a1ac-4277-90a0-481f63dd5c05,Intrusion Detection Systems,"In this lesson, you'll learn about intrusion detection systems. This comprehensive video covers key concepts and practical applications.",,9,1,1fb4bd62-0eea-4a41-90b8-a937b3ae8b79,2026-02-12T13:38:21.516956
4ea66d21-95c2-4cbf-8bf5-95e14546146a,Wireless Network Security,"In this lesson, you'll learn about wireless network security. This comprehensive video covers key concepts and practical applications.",,12,2,1fb4bd62-0eea-4a41-90b8-a937b3ae8b79,2026-02-12T13:38:21.516956
bee53b1b-97b8-444d-b2cb-c2a132c8f12d,Introduction to Strategic Management,"In this lesson, you'll learn about introduction to strategic management. This comprehensive video covers key concepts and practical applications.",,19,1,d5c4fe60-eef3-4376-bdb0-bccf4be85982,2026-02-12T13:38:21.516956
812358c9-01b8-4b34-9c2c-409924cc022c,Industry and Competitive Analysis,"In this lesson, you'll learn about industry and competitive analysis. This comprehensive video covers key concepts and practical applications.",,10,2,d5c4fe60-eef3-4376-bdb0-bccf4be85982,2026-02-12T13:38:21.516956
14fa92c7-a5b0-4086-817d-1a231f0adbc0,Corporate and Business-Level Strategies,"In this lesson, you'll learn about corporate and business-level strategies. This comprehensive video covers key concepts and practical applications.",,12,1,d07a73e0-eb5a-4dac-bb47-6de495e94762,2026-02-12T13:38:21.516956
ba971ba4-b0db-4405-af61-4bb80056c0b6,Strategic Planning Process,"In this lesson, you'll learn about strategic planning process. This comprehensive video covers key concepts and practical applications.",,6,2,d07a73e0-eb5a-4dac-bb47-6de495e94762,2026-02-12T13:38:21.516956
684875e9-2079-4442-8025-54329f67a150,Introduction to Adobe Creative Suite,"In this lesson, you'll learn about introduction to adobe creative suite. This comprehensive video covers key concepts and practical applications.",,13,1,5bd41509-1e26-4679-92d6-db4b96c32767,2026-02-12T13:38:21.516956
3f0c6ef0-f572-4013-a6da-d34d4592084a,"Design Principles: Balance, Contrast, Unity","In this lesson, you'll learn about design principles: balance, contrast, unity. This comprehensive video covers key concepts and practical applications.",,10,2,5bd41509-1e26-4679-92d6-db4b96c32767,2026-02-12T13:38:21.516956
87205d7a-6982-48f6-98b7-3485cad7f85d,Logo Design Process,"In this lesson, you'll learn about logo design process. This comprehensive video covers key concepts and practical applications.",,12,1,f107a6df-253e-4271-a17e-9ed791a7397e,2026-02-12T13:38:21.516956
d23e213a-aeee-4d1c-b535-e289d390af30,Creating Marketing Materials,"In this lesson, you'll learn about creating marketing materials. This comprehensive video covers key concepts and practical applications.",,12,2,f107a6df-253e-4271-a17e-9ed791a7397e,2026-02-12T13:38:21.516956
